ID;OBJECTTYPE;CG_TYPE;NUMMER;CG_NAAM;PCA;PGO_GEBIED;OBEGINTIJD
2038;contractgebied;BAAN;28;Maas en Waal;ASSET Rail;Gelre;2017-05-31
2035;contractgebied;BVL;19;Roosendaal;Strukton Rail;Zeeland;2017-05-31
2036;contractgebied;BVL;18;Goes;Strukton Rail;Zeeland;2017-05-31
2037;contractgebied;BAAN;30;Achterhoek;ASSET Rail;Gelre;2017-05-31
2039;contractgebied;BVL;30;Achterhoek;ASSET Rail;Gelre;2017-05-31
2040;contractgebied;BASIS;35;Drenthe;ASSET Rail;Drenthe;2017-06-06
2041;contractgebied;BASIS;34;Overijssel;ASSET Rail;Drenthe;2017-06-06
2042;contractgebied;BAAN;35;Drenthe;ASSET Rail;Drenthe;2017-06-06
2043;contractgebied;BAAN;34;Overijssel;ASSET Rail;Drenthe;2017-06-06
2044;contractgebied;BVL;35;Drenthe;ASSET Rail;Drenthe;2017-06-06
2045;contractgebied;BVL;34;Overijssel;ASSET Rail;Drenthe;2017-06-06
2046;contractgebied;BASIS;81;Rijn en Gouwe;BAM Rail;Rijn en Gouwe;2017-09-05
2050;contractgebied;BAAN;15;Driebergen;VolkerRail;;2017-09-15
2047;contractgebied;BAAN;81;Rijn en Gouwe;BAM Rail;Rijn en Gouwe;2017-09-05
2048;contractgebied;BVL;81;Rijn en Gouwe;BAM Rail;Rijn en Gouwe;2017-09-05
2049;contractgebied;BAAN;32;Twente;VolkerRail;Twente;2017-09-15
2051;contractgebied;BVL;15;Driebergen;VolkerRail;;2017-09-15
2052;contractgebied;BAAN;13;Utrecht;VolkerRail;;2017-09-15
2053;contractgebied;BVL;13;Utrecht;VolkerRail;;2017-09-15
2054;contractgebied;BASIS;2;Den Haag;BAM Rail;Den Haag;2016-04-18
2058;contractgebied;BAAN;24;Eindhoven;ASSET Rail;De Peel;2017-05-31
2055;contractgebied;BAAN;2;Den Haag;BAM Rail;Den Haag;2016-04-18
2056;contractgebied;BVL;27;Venlo;ASSET Rail;De Peel;2017-05-31
2057;contractgebied;BAAN;27;Venlo;ASSET Rail;De Peel;2017-05-31
2059;contractgebied;BASIS;27;Venlo;ASSET Rail;De Peel;2017-05-31
2060;contractgebied;BASIS;24;Eindhoven;ASSET Rail;De Peel;2017-05-31
2061;contractgebied;BASIS;16;Maarn;ASSET Rail;Eemland;2016-01-05
2062;contractgebied;BAAN;16;Maarn;ASSET Rail;Eemland;2016-01-05
2063;contractgebied;BAAN;5;Dordrecht;Strukton Rail;;2016-01-05
2064;contractgebied;BASIS;5;Dordrecht;Strukton Rail;;2016-01-05
2068;contractgebied;BVL;25;Roermond;Strukton Rail;;2016-04-25
2065;contractgebied;BAAN;1;Leiden;BAM Rail;Rijn en Gouwe;2017-09-05
2066;contractgebied;BASIS;22;Geldermalsen;Strukton Rail;Betuwe;2018-04-04
2067;contractgebied;BASIS;21;Den Bosch;Strukton Rail;Betuwe;2018-04-04
2069;contractgebied;BASIS;4;Europoort;VolkerRail;;2016-11-18
2070;contractgebied;BAAN;4;Europoort;VolkerRail;;2016-11-18
2071;contractgebied;BVL;4;Europoort;VolkerRail;;2016-11-18
2072;contractgebied;BASIS;71;A15trace;VolkerRail;;2016-11-18
2073;contractgebied;BAAN;71;A15trace;VolkerRail;;2016-11-18
2074;contractgebied;BVL;71;A15trace;VolkerRail;;2016-11-18
2075;contractgebied;BASIS;37;Groningen;Strukton Rail;Wadden;2016-04-07
2077;contractgebied;BAAN;19;Roosendaal;Strukton Rail;Zeeland;2017-05-31
2078;contractgebied;BAAN;18;Goes;Strukton Rail;Zeeland;2017-05-31
2079;contractgebied;BASIS;18;Goes;Strukton Rail;Zeeland;2017-05-31
2076;contractgebied;BASIS;26;Maastricht;Strukton Rail;;2016-04-08
2083;contractgebied;BVL;24;Eindhoven;ASSET Rail;De Peel;2017-06-06
2080;contractgebied;BVL;1;Leiden;BAM Rail;Rijn en Gouwe;2017-09-05
2081;contractgebied;BVL;37;Groningen;Strukton Rail;Wadden;2016-04-07
2082;contractgebied;BASIS;70;HSL;Infraspeed;;2016-04-07
2084;contractgebied;BVL;16;Maarn;ASSET Rail;Eemland;2013-08-30
2085;contractgebied;BVL;12;Amersfoort;ASSET Rail;Eemland;2013-08-30
2086;contractgebied;BVL;5;Dordrecht;Strukton Rail;;2014-01-06
2087;contractgebied;BVL;32;Twente;VolkerRail;Twente;2016-04-04
2088;contractgebied;BAAN;37;Groningen;Strukton Rail;Wadden;2016-04-07
2092;contractgebied;BASIS;15;Driebergen;VolkerRail;;2013-12-16
2089;contractgebied;BASIS;19;Roosendaal;Strukton Rail;Zeeland;2017-05-31
2090;contractgebied;BASIS;20;Breda;BAM Rail;;2016-04-29
2091;contractgebied;BAAN;20;Breda;BAM Rail;;2016-04-29
2093;contractgebied;BVL;20;Breda;BAM Rail;;2016-04-07
2094;contractgebied;BAAN;70;HSL;Infraspeed;;2016-04-07
2095;contractgebied;BVL;70;HSL;Infraspeed;;2016-04-07
2096;contractgebied;BASIS;14;Woerden;VolkerRail;;2016-06-13
2097;contractgebied;BAAN;14;Woerden;VolkerRail;;2016-06-13
2101;contractgebied;BASIS;1;Leiden;BAM Rail;Rijn en Gouwe;2017-09-05
2098;contractgebied;BVL;3;Rotterdam;VolkerRail;Rotterdam;2017-02-16
2099;contractgebied;BAAN;26;Maastricht;Strukton Rail;;2016-04-08
2100;contractgebied;BVL;26;Maastricht;Strukton Rail;;2016-04-08
2102;contractgebied;BVL;21;Den Bosch;Strukton Rail;Betuwe;2018-04-04
2103;contractgebied;BVL;22;Geldermalsen;Strukton Rail;Betuwe;2018-04-04
